Дата;Товар;Группа;Выручка;Количество
10.01.2005;Ламинат NATURTEX 8.2х195х1215 5180 Вишня, шт;Напольные покрытия;23076,48;77
10.01.2005;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;2045,04;5
10.01.2005;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;189,6;1
10.01.2005;Ламинат NEW WAY 8.3х197х1218  6927 Вишня темная, 8шт/1.92кв.м./уп, шт;Напольные покрытия;166,08;1
10.01.2005;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;189,6;1
10.01.2005;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Avanti Tango 996 3м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Avanti Tango 996, кв.м;Напольные покрытия;311,52;1
10.01.2005;Линолеум IVC Avanti Tango 997, кв.м;Напольные покрытия;400,56;1
10.01.2005;Линолеум IVC Dynamite Bamboo 035 3м, кв.м;Напольные покрытия;250,8;1
10.01.2005;Линолеум IVC Dynamite Bamboo 035 4м, кв.м;Напольные покрытия;250,8;1
10.01.2005;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;250,8;1
10.01.2005;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;219,36;1
10.01.2005;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;250,8;1
10.01.2005;Линолеум IVC San-Francisco 527 4м, кв.м;Напольные покрытия;823,92;2
10.01.2005;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;213,36;1
10.01.2005;Линолеум IVC San-Francisco 545 3м, кв.м;Напольные покрытия;166,08;1
10.01.2005;Линолеум IVC San-Francisco 577 4м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Victory Apollo 17 3 м, кв.м;Напольные покрытия;311,52;1
10.01.2005;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;219,36;1
10.01.2005;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;2536,28;3
10.01.2005;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;250,8;1
10.01.2005;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;219,36;1
10.01.2005;Линолеум IVC Viktory Apollo 77 4м, кв.м;Напольные покрытия;12544,8;30
10.01.2005;Линолеум IVC Wonderwood Boston 841 4 м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Wonderwood Champagne 45 4 м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Wonderwood Jakarta 47 3 м, кв.м;Напольные покрытия;166,08;1
10.01.2005;Линолеум IVC Wonderwood Jakarta 47 4 м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Wonderwood Jakarta 843 3 м, кв.м;Напольные покрытия;166,08;1
10.01.2005;Линолеум IVC Wonderwood Jakarta 843 4 м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Wonderwood Jakarta 845 4 м, кв.м;Напольные покрытия;314,4;1
10.01.2005;Линолеум IVC Wonderwood Marsetlle 45 4 м, кв.м;Напольные покрытия;275,28;1
10.01.2005;Линолеум IVC Wonderwood Vita 44 3 м, кв.м;Напольные покрытия;314,4;1
17.01.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 1 кг, шт;Грунтовка;3389,37;37
17.01.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;2319150,17;25677
17.01.2005;Грунтовка вд ОПТИМИСТ для нар/ внутр. работ, желтая этикетка,  50 л, шт;Грунтовка;6760,48;67
17.01.2005;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;49968,1;406
17.01.2005;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;7326,72;18
17.01.2005;Ламинат ELESGO Imperial 7х185х1184 клен зеленый, кв.м;Напольные покрытия;921,6;3
17.01.2005;Ламинат NEW WAY 8.3х197х1218  7128 Тик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;5690,88;12
17.01.2005;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;32047,92;47
17.01.2005;Линолеум IVC Avanti Tango 996 3м, кв.м;Напольные покрытия;982,8;1
17.01.2005;Линолеум IVC San-Francisco 577 4м, кв.м;Напольные покрытия;1179,36;2
17.01.2005;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;37876,92;50
17.01.2005;Линолеум IVC Wonderwood Boston 841 4 м, кв.м;Напольные покрытия;982,8;1
17.01.2005;Линолеум IVC Wonderwood Champagne 45 4 м, кв.м;Напольные покрытия;982,8;1
17.01.2005;Линолеум IVC Wonderwood Jakarta 47 3 м, кв.м;Напольные покрытия;4608;12
17.01.2005;Линолеум IVC Wonderwood Jakarta 47 4 м, кв.м;Напольные покрытия;1572,48;2
17.01.2005;Линолеум IVC Wonderwood Jakarta 843 4 м, кв.м;Напольные покрытия;38863,92;57
17.01.2005;Линолеум IVC Wonderwood Marsetlle 45 4 м, кв.м;Напольные покрытия;786,24;1
17.01.2005;Линолеум IVC Wonderwood Vita 44 3 м, кв.м;Напольные покрытия;21037,68;31
24.01.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 1 кг, шт;Грунтовка;4123,8;45
24.01.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1111216,42;12097
24.01.2005;Грунтовка вд ОПТИМИСТ для нар/ внутр. работ, желтая этикетка,  50 л, шт;Грунтовка;19764,71;195
24.01.2005;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;162931,94;1442
24.01.2005;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;18777,6;48
24.01.2005;Ламинат NATURTEX 8.2х195х1215 5180 Вишня, шт;Напольные покрытия;6048;21
24.01.2005;Ламинат NEW WAY 8.3х197х1218  2820 Дуб классик, 8шт/1.92кв.м./уп, шт;Напольные покрытия;27924,64;72
24.01.2005;Ламинат NEW WAY 8.3х197х1218  6335 Орех, 8шт/1.92кв.м./уп, шт;Напольные покрытия;25344;66
24.01.2005;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;50587,2;75
24.01.2005;Линолеум IVC Avanti Tango 996, кв.м;Напольные покрытия;444,96;1
24.01.2005;Линолеум IVC Avanti Tango 997, кв.м;Напольные покрытия;444,96;1
24.01.2005;Линолеум IVC Dynamite Bamboo 035 3м, кв.м;Напольные покрытия;6520,32;12
24.01.2005;Линолеум IVC Dynamite Bamboo 035 4м, кв.м;Напольные покрытия;18748,8;42
24.01.2005;Линолеум IVC Dynamite Cannes 035 2.5м, кв.м;Напольные покрытия;10530,43;18
24.01.2005;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;7020,29;12
24.01.2005;Линолеум IVC Dynamite Cannes 048 4м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Dynamite Cordoba 046 2.5м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Dynamite Cordoba 046 3м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Dynamite Cordoba 046 4м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC San-Francisco 535 3м, кв.м;Напольные покрытия;237,12;1
24.01.2005;Линолеум IVC San-Francisco 545 3м, кв.м;Напольные покрытия;9216;24
24.01.2005;Линолеум IVC San-Francisco 577 4м, кв.м;Напольные покрытия;17040;25
24.01.2005;Линолеум IVC Techno 936 4м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Techno 945 3м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Turbo Vitalis 45 3м, кв.м;Напольные покрытия;393,12;1
24.01.2005;Линолеум IVC Victory Apollo 17 3 м, кв.м;Напольные покрытия;444,96;1
24.01.2005;Линолеум IVC Victory Apollo 17 4 м, кв.м;Напольные покрытия;5785,44;12
24.01.2005;Линолеум IVC Victory Apollo 27 3 м, кв.м;Напольные покрытия;444,96;1
24.01.2005;Линолеум IVC Victory Apollo 45 3 м, кв.м;Напольные покрытия;313,44;1
24.01.2005;Линолеум IVC Victory Apollo 45 4 м, кв.м;Напольные покрытия;-502,08;-1
24.01.2005;Линолеум IVC Victory Apollo 91 3 м, кв.м;Напольные покрытия;313,44;1
24.01.2005;Линолеум IVC Viktory Apollo 77 4м, кв.м;Напольные покрытия;4757,76;12
24.01.2005;Линолеум IVC Wonderwood Boston 841 4 м, кв.м;Напольные покрытия;27523,2;40
24.01.2005;Линолеум IVC Wonderwood Champagne 45 4 м, кв.м;Напольные покрытия;30672;45
24.01.2005;Линолеум IVC Wonderwood Jakarta 47 3 м, кв.м;Напольные покрытия;7136,64;18
24.01.2005;Линолеум IVC Wonderwood Jakarta 47 4 м, кв.м;Напольные покрытия;20448;30
24.01.2005;Линолеум IVC Wonderwood Jakarta 843 4 м, кв.м;Напольные покрытия;60643,61;86
24.01.2005;Линолеум IVC Wonderwood Jakarta 845 4 м, кв.м;Напольные покрытия;10224;15
31.01.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1428424;15842
31.01.2005;Грунтовка вд ОПТИМИСТ для нар/ внутр. работ, желтая этикетка,  50 л, шт;Грунтовка;31794,79;316
31.01.2005;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;44570,87;401
31.01.2005;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;5091,76;12
31.01.2005;Ламинат NATURTEX 8.2х195х1215 5180 Вишня, шт;Напольные покрытия;30240;105
31.01.2005;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;0,15;1
31.01.2005;Линолеум IVC Dynamite Bamboo 035 4м, кв.м;Напольные покрытия;31622,4;54
31.01.2005;Линолеум IVC Dynamite Cannes 035 3м, кв.м;Напольные покрытия;1520,47;12
31.01.2005;Линолеум IVC Dynamite Cannes 048 2.5м, кв.м;Напольные покрытия;11520;12
31.01.2005;Линолеум IVC San-Francisco 545 3м, кв.м;Напольные покрытия;5091,76;12
31.01.2005;Линолеум IVC Techno 936 4м, кв.м;Напольные покрытия;10224;15
31.01.2005;Линолеум IVC Wonderwood Jakarta 47 3 м, кв.м;Напольные покрытия;5287,76;12
31.01.2005;Линолеум IVC Wonderwood Jakarta 47 4 м, кв.м;Напольные покрытия;23856;35
31.01.2005;Линолеум IVC Wonderwood Jakarta 843 4 м, кв.м;Напольные покрытия;13632;20
07.02.2005;Грунтовка алкидная ГФ-021 ТЕКС Универсал красно-коричневая, 2.5 кг, шт;Грунтовка;1195569,41;13231
07.02.2005;Грунтовка вд полимерная ESКARO AQUASTOP Prof 10 л, шт;Грунтовка;171287,86;1530
07.02.2005;Ламинат ELESGO Imperial 7х185х1184 дуб кантри, кв.м;Напольные покрытия;2442,24;6
07.02.2005;Ламинат ELESGO Imperial 7х185х1184 клен зеленый, кв.м;Напольные покрытия;37800;131
07.02.2005;Линолеум IVC Avanti Tango 983 3м, кв.м;Напольные покрытия;3801,6;5
07.02.2005;Линолеум IVC Dynamite Cannes 048 4м, кв.м;Напольные покрытия;28296;45
07.02.2005;Линолеум IVC Dynamite Cordoba 046 3м, кв.м;Напольные покрытия;59736;95
